transaction_id,customer_id,age,gender,item_purchased,category,purchase_amount_usd,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,age_group,frequency_score,revenue_segment
2410,2410,26,Male,Jewelry,Accessories,37.0,Washington,L,Yellow,Spring,3.0,False,Store Pickup,False,False,47,Cash,Every 3 Months,Adult,4,Medium
2411,2411,48,Male,Shoes,Footwear,43.0,Wisconsin,M,Maroon,Summer,3.7,False,Free Shipping,False,False,46,PayPal,Monthly,Middle Age,12,Medium
2412,2412,49,Male,Hoodie,Clothing,96.0,Virginia,M,Cyan,Summer,2.7,False,Free Shipping,False,False,35,Cash,Every 3 Months,Middle Age,4,High
2413,2413,53,Male,Jacket,Outerwear,51.0,Oregon,M,Pink,Winter,4.3,False,2-Day Shipping,False,False,8,Bank Transfer,Bi-Weekly,Middle Age,26,Medium
2414,2414,69,Male,Shorts,Clothing,95.0,Pennsylvania,XL,Violet,Fall,2.7,False,2-Day Shipping,False,False,30,Bank Transfer,Weekly,Senior,52,High
2415,2415,26,Male,Socks,Clothing,26.0,Virginia,M,Lavender,Summer,3.7,False,Next Day Air,False,False,14,Credit Card,Bi-Weekly,Adult,26,Low
2416,2416,21,Male,Coat,Outerwear,34.0,Hawaii,XL,Lavender,Fall,4.3,False,Standard,False,False,30,Bank Transfer,Weekly,Young Adult,52,Medium
2417,2417,59,Male,Sandals,Footwear,83.0,Nebraska,S,Black,Summer,4.0,False,Next Day Air,False,False,26,Credit Card,Every 3 Months,Middle Age,4,High
2418,2418,21,Male,Backpack,Accessories,24.0,Alaska,M,Olive,Fall,3.3,False,Standard,False,False,32,Venmo,Fortnightly,Young Adult,26,Low
2419,2419,22,Male,Pants,Clothing,69.0,Michigan,S,Indigo,Fall,4.0,False,Next Day Air,False,False,47,Cash,Every 3 Months,Young Adult,4,Medium
2420,2420,26,Male,Sweater,Clothing,40.0,North Carolina,M,Blue,Fall,2.7,False,Next Day Air,False,False,11,Credit Card,Every 3 Months,Adult,4,Medium
2421,2421,41,Male,Jacket,Outerwear,87.0,North Carolina,S,Green,Winter,4.2,False,Free Shipping,False,False,28,PayPal,Annually,Middle Age,1,High
2422,2422,37,Male,Sneakers,Footwear,46.0,Minnesota,L,Pink,Spring,4.6,False,Standard,False,False,2,Debit Card,Every 3 Months,Adult,4,Medium
2423,2423,30,Male,Jewelry,Accessories,82.0,Georgia,M,Peach,Winter,4.8,False,Store Pickup,False,False,45,Credit Card,Weekly,Adult,52,High
2424,2424,49,Male,Backpack,Accessories,81.0,West Virginia,M,Purple,Summer,2.8,False,Free Shipping,False,False,7,Credit Card,Every 3 Months,Middle Age,4,High
2425,2425,49,Male,Jewelry,Accessories,57.0,Delaware,M,Peach,Winter,4.5,False,Next Day Air,False,False,28,Bank Transfer,Bi-Weekly,Middle Age,26,Medium
2426,2426,58,Male,Shoes,Footwear,49.0,North Dakota,S,Olive,Summer,3.0,False,2-Day Shipping,False,False,34,Bank Transfer,Quarterly,Middle Age,4,Medium
2427,2427,70,Male,Jacket,Outerwear,42.0,Florida,M,Olive,Fall,4.6,False,Free Shipping,False,False,26,Debit Card,Every 3 Months,Senior,4,Medium
2428,2428,27,Male,Jacket,Outerwear,26.0,Oregon,M,Purple,Spring,3.3,False,Standard,False,False,45,Cash,Quarterly,Adult,4,Low
2429,2429,65,Male,T-shirt,Clothing,38.0,Idaho,M,Violet,Spring,4.4,False,Next Day Air,False,False,34,Debit Card,Annually,Senior,1,Medium
2430,2430,57,Male,Sneakers,Footwear,57.0,Virginia,XL,Maroon,Summer,4.4,False,Standard,False,False,47,Credit Card,Fortnightly,Middle Age,26,Medium
2431,2431,20,Male,Jacket,Outerwear,100.0,North Dakota,XL,White,Summer,4.3,False,Express,False,False,42,Cash,Quarterly,Young Adult,4,High
2432,2432,34,Male,Hoodie,Clothing,73.0,Alabama,S,Olive,Fall,3.4,False,Express,False,False,27,Bank Transfer,Every 3 Months,Adult,4,High
2433,2433,59,Male,Jacket,Outerwear,66.0,Hawaii,M,Peach,Winter,2.8,False,Store Pickup,False,False,43,Venmo,Monthly,Middle Age,12,Medium
2434,2434,54,Male,T-shirt,Clothing,73.0,Oregon,M,Blue,Spring,3.4,False,Standard,False,False,16,Cash,Bi-Weekly,Middle Age,26,High
2435,2435,36,Male,Gloves,Accessories,45.0,Utah,M,Brown,Spring,5.0,False,Store Pickup,False,False,40,Credit Card,Monthly,Adult,12,Medium
2436,2436,21,Male,Sneakers,Footwear,27.0,Hawaii,S,Black,Fall,4.5,False,Free Shipping,False,False,29,Cash,Bi-Weekly,Young Adult,26,Low
2437,2437,52,Male,T-shirt,Clothing,24.0,Connecticut,M,Yellow,Fall,2.7,False,Store Pickup,False,False,38,Credit Card,Quarterly,Middle Age,4,Low
2438,2438,43,Male,Sneakers,Footwear,59.0,Wyoming,XL,Magenta,Winter,3.4,False,Store Pickup,False,False,34,Credit Card,Weekly,Middle Age,52,Medium
2439,2439,32,Male,Jeans,Clothing,20.0,Delaware,S,Cyan,Winter,3.4,False,Express,False,False,30,Venmo,Weekly,Adult,52,Low
2440,2440,55,Male,Handbag,Accessories,44.0,Arkansas,M,Maroon,Summer,2.8,False,Standard,False,False,45,Bank Transfer,Annually,Middle Age,1,Medium
2441,2441,31,Male,Socks,Clothing,90.0,Indiana,M,Red,Spring,4.7,False,Standard,False,False,47,Bank Transfer,Annually,Adult,1,High
2442,2442,45,Male,Jewelry,Accessories,36.0,California,M,Black,Fall,4.7,False,Free Shipping,False,False,5,Credit Card,Monthly,Middle Age,12,Medium
2443,2443,53,Male,Blouse,Clothing,95.0,Wyoming,L,Violet,Winter,4.7,False,Free Shipping,False,False,50,Debit Card,Bi-Weekly,Middle Age,26,High
2444,2444,24,Male,Backpack,Accessories,30.0,South Dakota,M,Green,Spring,3.4,False,2-Day Shipping,False,False,24,Bank Transfer,Bi-Weekly,Young Adult,26,Medium
2445,2445,47,Male,Scarf,Accessories,65.0,West Virginia,S,Gold,Fall,3.7,False,Express,False,False,15,Debit Card,Bi-Weekly,Middle Age,26,Medium
2446,2446,63,Male,Scarf,Accessories,96.0,Tennessee,M,Brown,Summer,4.1,False,Store Pickup,False,False,50,Cash,Weekly,Senior,52,High
2447,2447,38,Male,Shirt,Clothing,65.0,Alaska,L,Peach,Spring,2.9,False,2-Day Shipping,False,False,7,Credit Card,Monthly,Adult,12,Medium
2448,2448,59,Male,Pants,Clothing,47.0,South Dakota,L,Peach,Fall,3.2,False,Store Pickup,False,False,10,Venmo,Fortnightly,Middle Age,26,Medium
2449,2449,54,Male,Hat,Accessories,25.0,Tennessee,S,Violet,Fall,3.0,False,Free Shipping,False,False,38,PayPal,Bi-Weekly,Middle Age,26,Low
2450,2450,26,Male,Coat,Outerwear,56.0,Alabama,S,Violet,Fall,4.1,False,Express,False,False,31,Venmo,Fortnightly,Adult,26,Medium
2451,2451,68,Male,T-shirt,Clothing,76.0,North Carolina,M,Magenta,Fall,4.5,False,Standard,False,False,7,Venmo,Quarterly,Senior,4,High
2452,2452,41,Male,Socks,Clothing,60.0,Oklahoma,M,Purple,Fall,3.4,False,Store Pickup,False,False,27,Venmo,Monthly,Middle Age,12,Medium
2453,2453,68,Male,Shirt,Clothing,67.0,New York,L,Purple,Winter,4.1,False,Express,False,False,45,Bank Transfer,Every 3 Months,Senior,4,Medium
2454,2454,21,Male,Sweater,Clothing,95.0,Iowa,XL,Cyan,Spring,4.6,False,Store Pickup,False,False,13,Cash,Annually,Young Adult,1,High
2455,2455,32,Male,Gloves,Accessories,72.0,Alaska,M,Magenta,Winter,4.6,False,Express,False,False,33,Venmo,Annually,Adult,1,High
2456,2456,20,Male,Belt,Accessories,98.0,Alaska,L,Lavender,Spring,3.4,False,Express,False,False,25,Cash,Every 3 Months,Young Adult,4,High
2457,2457,59,Male,Jeans,Clothing,83.0,Nebraska,M,Green,Winter,3.3,False,2-Day Shipping,False,False,5,PayPal,Monthly,Middle Age,12,High
2458,2458,53,Male,Handbag,Accessories,37.0,Delaware,M,Maroon,Fall,3.6,False,2-Day Shipping,False,False,23,Cash,Quarterly,Middle Age,4,Medium
2459,2459,66,Male,T-shirt,Clothing,85.0,Texas,L,Turquoise,Fall,4.6,False,Free Shipping,False,False,17,Bank Transfer,Weekly,Senior,52,High
2460,2460,47,Male,Socks,Clothing,36.0,Missouri,L,Violet,Fall,4.3,False,2-Day Shipping,False,False,14,Cash,Weekly,Middle Age,52,Medium
2461,2461,58,Male,Jeans,Clothing,36.0,Maine,S,Lavender,Winter,4.0,False,Store Pickup,False,False,28,Credit Card,Annually,Middle Age,1,Medium
2462,2462,28,Male,Scarf,Accessories,86.0,Pennsylvania,L,Red,Summer,4.8,False,Next Day Air,False,False,19,Credit Card,Weekly,Adult,52,High
2463,2463,68,Male,Pants,Clothing,99.0,Missouri,XL,Orange,Spring,4.3,False,Standard,False,False,31,Bank Transfer,Bi-Weekly,Senior,26,High
2464,2464,60,Male,Blouse,Clothing,21.0,Mississippi,XL,Indigo,Summer,3.3,False,Standard,False,False,25,Cash,Bi-Weekly,Senior,26,Low
2465,2465,47,Male,Jacket,Outerwear,84.0,Hawaii,L,Teal,Winter,2.8,False,Express,False,False,4,Cash,Bi-Weekly,Middle Age,26,High
2466,2466,18,Male,Sandals,Footwear,63.0,Texas,M,Brown,Spring,4.4,False,Free Shipping,False,False,20,Bank Transfer,Weekly,Young Adult,52,Medium
2467,2467,32,Male,Shorts,Clothing,84.0,South Dakota,S,Pink,Summer,3.7,False,Express,False,False,37,Cash,Annually,Adult,1,High
2468,2468,27,Male,Shorts,Clothing,72.0,New Jersey,M,Lavender,Spring,3.6,False,Express,False,False,28,Credit Card,Annually,Adult,1,High
2469,2469,65,Male,Skirt,Clothing,21.0,Connecticut,L,Cyan,Winter,3.7,False,2-Day Shipping,False,False,6,Venmo,Weekly,Senior,52,Low
2470,2470,68,Male,Sandals,Footwear,92.0,Maryland,M,Yellow,Fall,5.0,False,Standard,False,False,27,PayPal,Annually,Senior,1,High
2471,2471,55,Male,Blouse,Clothing,72.0,Arizona,XL,Pink,Fall,2.7,False,Next Day Air,False,False,29,Credit Card,Fortnightly,Middle Age,26,High
2472,2472,30,Male,Sandals,Footwear,83.0,Oklahoma,M,Gray,Spring,4.3,False,Store Pickup,False,False,1,Cash,Annually,Adult,1,High
2473,2473,24,Male,Shirt,Clothing,73.0,Utah,M,Peach,Summer,4.1,False,Standard,False,False,31,Credit Card,Annually,Young Adult,1,High
2474,2474,57,Male,Socks,Clothing,98.0,Arkansas,M,Red,Winter,2.6,False,Next Day Air,False,False,28,Cash,Quarterly,Middle Age,4,High
2475,2475,23,Male,T-shirt,Clothing,76.0,North Carolina,M,Olive,Fall,3.2,False,Store Pickup,False,False,19,Bank Transfer,Quarterly,Young Adult,4,High
2476,2476,69,Male,Dress,Clothing,43.0,California,S,Lavender,Summer,3.5,False,Next Day Air,False,False,36,Venmo,Monthly,Senior,12,Medium
2477,2477,60,Male,Hat,Accessories,60.0,Colorado,M,Turquoise,Summer,3.7,False,Next Day Air,False,False,28,Cash,Monthly,Senior,12,Medium
2478,2478,25,Male,Gloves,Accessories,40.0,California,L,Turquoise,Spring,3.8,False,2-Day Shipping,False,False,29,PayPal,Weekly,Young Adult,52,Medium
2479,2479,18,Male,Socks,Clothing,93.0,Vermont,S,Maroon,Winter,4.8,False,2-Day Shipping,False,False,9,Bank Transfer,Every 3 Months,Young Adult,4,High
2480,2480,37,Male,Dress,Clothing,98.0,Kansas,S,Olive,Fall,4.2,False,Standard,False,False,26,Credit Card,Every 3 Months,Adult,4,High
2481,2481,61,Male,Socks,Clothing,91.0,Ohio,XL,Maroon,Summer,2.9,False,Next Day Air,False,False,7,Credit Card,Fortnightly,Senior,26,High
2482,2482,41,Male,Belt,Accessories,92.0,New Jersey,XL,Cyan,Fall,2.9,False,Free Shipping,False,False,35,Debit Card,Weekly,Middle Age,52,High
2483,2483,69,Male,Handbag,Accessories,87.0,Arizona,S,Peach,Winter,4.8,False,Next Day Air,False,False,46,Credit Card,Every 3 Months,Senior,4,High
2484,2484,32,Male,Skirt,Clothing,96.0,Arizona,S,Teal,Fall,2.9,False,Standard,False,False,8,Debit Card,Monthly,Adult,12,High
2485,2485,60,Male,Hoodie,Clothing,97.0,New Hampshire,M,Green,Summer,4.8,False,2-Day Shipping,False,False,50,Cash,Every 3 Months,Senior,4,High
2486,2486,43,Male,Blouse,Clothing,55.0,Louisiana,M,Beige,Spring,4.6,False,2-Day Shipping,False,False,37,Bank Transfer,Annually,Middle Age,1,Medium
2487,2487,61,Male,Jeans,Clothing,58.0,Texas,L,Magenta,Spring,4.4,False,Store Pickup,False,False,6,Credit Card,Fortnightly,Senior,26,Medium
2488,2488,57,Male,Boots,Footwear,21.0,Montana,L,Violet,Spring,3.0,False,Next Day Air,False,False,16,PayPal,Bi-Weekly,Middle Age,26,Low
2489,2489,56,Male,Handbag,Accessories,82.0,New Hampshire,XL,Charcoal,Summer,4.4,False,Express,False,False,30,PayPal,Monthly,Middle Age,12,High
2490,2490,66,Male,Coat,Outerwear,34.0,South Dakota,M,Green,Winter,3.9,False,Express,False,False,50,Venmo,Quarterly,Senior,4,Medium
2491,2491,52,Male,Blouse,Clothing,78.0,Montana,M,Gray,Spring,4.0,False,Free Shipping,False,False,5,Cash,Every 3 Months,Middle Age,4,High
2492,2492,63,Male,Handbag,Accessories,47.0,North Carolina,M,Magenta,Spring,2.5,False,Express,False,False,15,Bank Transfer,Monthly,Senior,12,Medium
2493,2493,50,Male,Sunglasses,Accessories,96.0,South Dakota,S,Silver,Summer,4.1,False,Next Day Air,False,False,34,Bank Transfer,Bi-Weekly,Middle Age,26,High
2494,2494,21,Male,Socks,Clothing,23.0,Maine,S,Beige,Fall,4.8,False,2-Day Shipping,False,False,6,Venmo,Every 3 Months,Young Adult,4,Low
2495,2495,42,Male,Shoes,Footwear,27.0,Oklahoma,S,Peach,Winter,2.6,False,Store Pickup,False,False,26,Debit Card,Annually,Middle Age,1,Low
2496,2496,40,Male,Backpack,Accessories,37.0,Nebraska,XL,Orange,Spring,3.1,False,Free Shipping,False,False,34,Credit Card,Every 3 Months,Middle Age,4,Medium
2497,2497,67,Male,Scarf,Accessories,79.0,Illinois,S,Yellow,Summer,3.2,False,Store Pickup,False,False,37,Credit Card,Weekly,Senior,52,High
2498,2498,35,Male,Backpack,Accessories,40.0,Colorado,M,Violet,Summer,4.2,False,Standard,False,False,28,Bank Transfer,Annually,Adult,1,Medium
2499,2499,18,Male,Coat,Outerwear,39.0,Massachusetts,S,Green,Fall,2.6,False,Next Day Air,False,False,38,Cash,Fortnightly,Young Adult,26,Medium
2500,2500,52,Male,Hoodie,Clothing,73.0,Louisiana,L,Pink,Summer,3.1,False,Next Day Air,False,False,2,Cash,Quarterly,Middle Age,4,High
2501,2501,59,Male,Gloves,Accessories,84.0,Massachusetts,M,Violet,Fall,2.9,False,Store Pickup,False,False,32,Cash,Bi-Weekly,Middle Age,26,High
2502,2502,49,Male,Shorts,Clothing,94.0,West Virginia,M,Violet,Fall,4.6,False,Free Shipping,False,False,30,Venmo,Bi-Weekly,Middle Age,26,High
2503,2503,46,Male,Skirt,Clothing,47.0,Idaho,L,Pink,Spring,4.1,False,Standard,False,False,17,PayPal,Every 3 Months,Middle Age,4,Medium
2504,2504,69,Male,Boots,Footwear,77.0,Ohio,M,Violet,Summer,2.5,False,Store Pickup,False,False,5,Debit Card,Bi-Weekly,Senior,26,High
2505,2505,56,Male,Shorts,Clothing,94.0,Rhode Island,M,Turquoise,Winter,4.0,False,Store Pickup,False,False,31,Cash,Bi-Weekly,Middle Age,26,High
2506,2506,27,Male,Handbag,Accessories,75.0,Illinois,M,Cyan,Summer,3.5,False,Express,False,False,43,PayPal,Quarterly,Adult,4,High
2507,2507,57,Male,Dress,Clothing,82.0,New York,XL,Orange,Spring,4.4,False,Free Shipping,False,False,19,Venmo,Annually,Middle Age,1,High
2508,2508,58,Male,Shoes,Footwear,36.0,Louisiana,M,Cyan,Fall,2.9,False,Store Pickup,False,False,32,Credit Card,Every 3 Months,Middle Age,4,Medium
2509,2509,23,Male,Sneakers,Footwear,90.0,California,XL,Indigo,Spring,3.1,False,2-Day Shipping,False,False,5,Debit Card,Bi-Weekly,Young Adult,26,High
2510,2510,19,Male,Socks,Clothing,48.0,Washington,M,Black,Spring,4.4,False,Free Shipping,False,False,9,Bank Transfer,Quarterly,Young Adult,4,Medium
2511,2511,40,Male,Jacket,Outerwear,42.0,South Dakota,L,Purple,Winter,4.4,False,Standard,False,False,48,Credit Card,Weekly,Middle Age,52,Medium
2512,2512,54,Male,Backpack,Accessories,33.0,Idaho,M,Cyan,Summer,2.7,False,Store Pickup,False,False,1,PayPal,Quarterly,Middle Age,4,Medium
2513,2513,50,Male,Socks,Clothing,63.0,North Dakota,M,Green,Summer,4.9,False,Free Shipping,False,False,20,Credit Card,Monthly,Middle Age,12,Medium
2514,2514,69,Male,Handbag,Accessories,53.0,Washington,L,Teal,Winter,3.5,False,2-Day Shipping,False,False,42,Cash,Annually,Senior,1,Medium
2515,2515,42,Male,Hat,Accessories,37.0,Alaska,L,Teal,Spring,4.8,False,Free Shipping,False,False,45,PayPal,Bi-Weekly,Middle Age,26,Medium
2516,2516,37,Male,Blouse,Clothing,92.0,Kansas,M,Magenta,Summer,4.2,False,2-Day Shipping,False,False,41,Cash,Monthly,Adult,12,High
2517,2517,46,Male,Shorts,Clothing,73.0,Utah,XL,Brown,Spring,4.6,False,Standard,False,False,36,Debit Card,Quarterly,Middle Age,4,High
2518,2518,64,Male,Shirt,Clothing,38.0,Wyoming,L,Orange,Spring,2.9,False,Standard,False,False,10,Venmo,Annually,Senior,1,Medium
2519,2519,20,Male,Boots,Footwear,51.0,Maine,XL,Blue,Fall,4.0,False,Store Pickup,False,False,31,Venmo,Annually,Young Adult,1,Medium
2520,2520,40,Male,Jacket,Outerwear,90.0,Michigan,L,Magenta,Spring,4.9,False,Standard,False,False,21,Credit Card,Quarterly,Middle Age,4,High
2521,2521,64,Male,Jacket,Outerwear,56.0,Illinois,L,Magenta,Summer,3.1,False,Next Day Air,False,False,16,Cash,Every 3 Months,Senior,4,Medium
2522,2522,29,Male,Handbag,Accessories,33.0,Minnesota,M,Magenta,Fall,4.4,False,Standard,False,False,18,PayPal,Every 3 Months,Adult,4,Medium
2523,2523,20,Male,Belt,Accessories,53.0,Massachusetts,S,Olive,Winter,2.5,False,2-Day Shipping,False,False,20,Debit Card,Weekly,Young Adult,52,Medium
2524,2524,43,Male,Handbag,Accessories,24.0,New Jersey,S,Cyan,Spring,3.4,False,Express,False,False,21,Bank Transfer,Annually,Middle Age,1,Low
2525,2525,60,Male,Coat,Outerwear,59.0,Kansas,M,Purple,Spring,3.7,False,Express,False,False,23,Credit Card,Quarterly,Senior,4,Medium
2526,2526,39,Male,Sweater,Clothing,72.0,Kentucky,M,Purple,Winter,4.2,False,Standard,False,False,20,PayPal,Weekly,Adult,52,High
2527,2527,47,Male,Shorts,Clothing,28.0,Rhode Island,S,Peach,Spring,3.4,False,Express,False,False,30,PayPal,Bi-Weekly,Middle Age,26,Low
2528,2528,19,Male,Pants,Clothing,36.0,Illinois,M,Gold,Fall,3.6,False,Express,False,False,33,Bank Transfer,Every 3 Months,Young Adult,4,Medium
2529,2529,52,Male,Jewelry,Accessories,47.0,Alabama,S,Peach,Fall,4.7,False,2-Day Shipping,False,False,31,Debit Card,Monthly,Middle Age,12,Medium
2530,2530,34,Male,Gloves,Accessories,62.0,Tennessee,M,Magenta,Spring,4.7,False,Next Day Air,False,False,48,Bank Transfer,Monthly,Adult,12,Medium
2531,2531,25,Male,Skirt,Clothing,98.0,Massachusetts,S,Cyan,Spring,3.6,False,Free Shipping,False,False,28,Debit Card,Weekly,Young Adult,52,High
2532,2532,43,Male,Sandals,Footwear,28.0,Texas,M,Violet,Summer,4.6,False,Free Shipping,False,False,7,Cash,Every 3 Months,Middle Age,4,Low
2533,2533,55,Male,Socks,Clothing,86.0,Nebraska,S,Charcoal,Summer,2.6,False,Next Day Air,False,False,4,Debit Card,Weekly,Middle Age,52,High
2534,2534,66,Male,Jewelry,Accessories,46.0,Pennsylvania,S,Blue,Summer,3.1,False,Standard,False,False,49,Cash,Bi-Weekly,Senior,26,Medium
2535,2535,41,Male,Sunglasses,Accessories,42.0,Virginia,XL,Red,Fall,3.2,False,Free Shipping,False,False,22,Cash,Weekly,Middle Age,52,Medium
2536,2536,47,Male,Coat,Outerwear,80.0,Vermont,S,Purple,Winter,3.9,False,Express,False,False,39,Bank Transfer,Fortnightly,Middle Age,26,High
2537,2537,51,Male,Belt,Accessories,39.0,Oklahoma,L,Gray,Spring,4.9,False,Express,False,False,45,PayPal,Every 3 Months,Middle Age,4,Medium
2538,2538,44,Male,Coat,Outerwear,49.0,Maine,M,Purple,Summer,4.1,False,2-Day Shipping,False,False,30,PayPal,Fortnightly,Middle Age,26,Medium
2539,2539,18,Male,Scarf,Accessories,32.0,New Jersey,M,Silver,Summer,4.2,False,Next Day Air,False,False,33,Credit Card,Bi-Weekly,Young Adult,26,Medium
2540,2540,33,Male,Sandals,Footwear,73.0,Massachusetts,M,Purple,Fall,4.1,False,Next Day Air,False,False,24,Cash,Bi-Weekly,Adult,26,High
2541,2541,24,Male,Belt,Accessories,42.0,New Jersey,M,Charcoal,Summer,3.9,False,Free Shipping,False,False,11,Debit Card,Quarterly,Young Adult,4,Medium
2542,2542,33,Male,Scarf,Accessories,58.0,Washington,M,Silver,Spring,2.7,False,Next Day Air,False,False,13,Venmo,Every 3 Months,Adult,4,Medium
2543,2543,61,Male,Jewelry,Accessories,22.0,Arkansas,M,White,Winter,3.7,False,Express,False,False,27,PayPal,Annually,Senior,1,Low
2544,2544,27,Male,Scarf,Accessories,56.0,West Virginia,L,Peach,Spring,2.7,False,Next Day Air,False,False,30,PayPal,Bi-Weekly,Adult,26,Medium
2545,2545,46,Male,Pants,Clothing,70.0,Delaware,M,Red,Spring,2.5,False,Next Day Air,False,False,39,Venmo,Quarterly,Middle Age,4,High
2546,2546,38,Male,Shoes,Footwear,50.0,Texas,L,Olive,Spring,3.9,False,Free Shipping,False,False,10,Debit Card,Annually,Adult,1,Medium
2547,2547,63,Male,Boots,Footwear,21.0,Texas,L,Gray,Summer,3.0,False,Express,False,False,4,Credit Card,Quarterly,Senior,4,Low
2548,2548,47,Male,Jacket,Outerwear,97.0,Mississippi,M,Beige,Summer,3.2,False,2-Day Shipping,False,False,16,Cash,Weekly,Middle Age,52,High
2549,2549,42,Male,Backpack,Accessories,63.0,Texas,L,Pink,Winter,3.8,False,Standard,False,False,34,Credit Card,Monthly,Middle Age,12,Medium
2550,2550,41,Male,Jacket,Outerwear,60.0,Virginia,M,Red,Fall,2.7,False,Standard,False,False,11,Debit Card,Every 3 Months,Middle Age,4,Medium
2551,2551,53,Male,Boots,Footwear,52.0,New Hampshire,XL,Peach,Fall,3.0,False,Store Pickup,False,False,30,Debit Card,Fortnightly,Middle Age,26,Medium
2552,2552,29,Male,Shoes,Footwear,32.0,Minnesota,M,Maroon,Winter,4.1,False,Next Day Air,False,False,40,Debit Card,Annually,Adult,1,Medium
2553,2553,61,Male,Belt,Accessories,48.0,Maryland,XL,Purple,Spring,3.2,False,2-Day Shipping,False,False,13,Credit Card,Annually,Senior,1,Medium
2554,2554,69,Male,Jewelry,Accessories,25.0,Vermont,M,Maroon,Summer,4.5,False,Store Pickup,False,False,28,Venmo,Every 3 Months,Senior,4,Low
2555,2555,51,Male,Jewelry,Accessories,68.0,Kansas,M,Gray,Summer,4.3,False,Store Pickup,False,False,49,Debit Card,Bi-Weekly,Middle Age,26,Medium
2556,2556,24,Male,Pants,Clothing,74.0,Idaho,M,Gray,Fall,3.5,False,Standard,False,False,23,Credit Card,Weekly,Young Adult,52,High
2557,2557,24,Male,T-shirt,Clothing,88.0,Montana,XL,Magenta,Fall,3.1,False,Standard,False,False,4,Bank Transfer,Quarterly,Young Adult,4,High
2558,2558,70,Male,Shorts,Clothing,23.0,Oklahoma,L,Cyan,Spring,3.9,False,Standard,False,False,17,PayPal,Fortnightly,Senior,26,Low
2559,2559,49,Male,Hoodie,Clothing,32.0,California,M,Silver,Fall,2.7,False,Express,False,False,24,PayPal,Fortnightly,Middle Age,26,Medium
2560,2560,48,Male,Belt,Accessories,71.0,Mississippi,S,Green,Winter,4.0,False,Free Shipping,False,False,21,Debit Card,Every 3 Months,Middle Age,4,High
2561,2561,58,Male,Boots,Footwear,62.0,California,M,Violet,Spring,2.7,False,Next Day Air,False,False,17,Debit Card,Bi-Weekly,Middle Age,26,Medium
2562,2562,32,Male,Hoodie,Clothing,20.0,New York,L,Magenta,Spring,2.7,False,Free Shipping,False,False,22,Debit Card,Quarterly,Adult,4,Low
2563,2563,57,Male,Shorts,Clothing,62.0,Arizona,XL,Yellow,Spring,4.7,False,Standard,False,False,27,Cash,Fortnightly,Middle Age,26,Medium
2564,2564,69,Male,Backpack,Accessories,81.0,Massachusetts,XL,Gray,Winter,4.5,False,Standard,False,False,1,Venmo,Every 3 Months,Senior,4,High
2565,2565,42,Male,Scarf,Accessories,90.0,Kentucky,L,Indigo,Winter,3.0,False,2-Day Shipping,False,False,27,Bank Transfer,Weekly,Middle Age,52,High
2566,2566,30,Male,Socks,Clothing,43.0,Vermont,S,Indigo,Fall,3.6,False,Store Pickup,False,False,8,Venmo,Quarterly,Adult,4,Medium
2567,2567,35,Male,Handbag,Accessories,38.0,Missouri,S,Yellow,Fall,3.3,False,Standard,False,False,43,PayPal,Quarterly,Adult,4,Medium
2568,2568,19,Male,Sunglasses,Accessories,25.0,Michigan,XL,Gold,Spring,4.3,False,Store Pickup,False,False,24,Cash,Fortnightly,Young Adult,26,Low
2569,2569,52,Male,T-shirt,Clothing,98.0,Texas,XL,Green,Winter,4.3,False,Express,False,False,29,PayPal,Fortnightly,Middle Age,26,High
2570,2570,42,Male,Dress,Clothing,75.0,New York,M,Charcoal,Spring,4.8,False,Free Shipping,False,False,10,Bank Transfer,Bi-Weekly,Middle Age,26,High
2571,2571,36,Male,Sneakers,Footwear,27.0,New Mexico,XL,Olive,Spring,4.0,False,Store Pickup,False,False,12,PayPal,Fortnightly,Adult,26,Low
2572,2572,45,Male,Sunglasses,Accessories,27.0,Mississippi,L,Black,Winter,3.5,False,Standard,False,False,48,Cash,Fortnightly,Middle Age,26,Low
2573,2573,54,Male,Blouse,Clothing,42.0,Washington,M,Silver,Fall,3.9,False,Next Day Air,False,False,40,Bank Transfer,Quarterly,Middle Age,4,Medium
2574,2574,54,Male,T-shirt,Clothing,90.0,New Mexico,M,Red,Summer,4.4,False,Store Pickup,False,False,1,Bank Transfer,Annually,Middle Age,1,High
2575,2575,27,Male,Hat,Accessories,63.0,Florida,M,Brown,Summer,4.6,False,2-Day Shipping,False,False,26,Credit Card,Fortnightly,Adult,26,Medium
2576,2576,53,Male,Shorts,Clothing,96.0,Minnesota,M,Silver,Fall,4.0,False,Express,False,False,9,PayPal,Annually,Middle Age,1,High
2577,2577,20,Male,Hoodie,Clothing,40.0,New Hampshire,M,Silver,Winter,4.2,False,Free Shipping,False,False,19,Debit Card,Quarterly,Young Adult,4,Medium
2578,2578,52,Male,Socks,Clothing,39.0,Minnesota,L,Black,Fall,4.5,False,Next Day Air,False,False,37,Bank Transfer,Monthly,Middle Age,12,Medium
2579,2579,54,Male,Sunglasses,Accessories,48.0,Vermont,M,Purple,Fall,3.9,False,Free Shipping,False,False,3,Cash,Quarterly,Middle Age,4,Medium
2580,2580,65,Male,Blouse,Clothing,20.0,Minnesota,M,Purple,Summer,3.7,False,Express,False,False,40,Venmo,Weekly,Senior,52,Low
